instance,p,n,configLB,configNodeSel,configOB,configValSplit,solved,YN,cpuTotal,nbLpSolved,cpuInitialization,cpuCplex,cpuUpdatePolyhedron,nbNodes,minDepth,maxDepth,avgDepth,nbFathomedInfeas,nbFathomedOptimality,nbFathomedDominance,cpuDominanceTest,cpuUbUpdate,cpuLbComputation,cpuComputeOb,cpuVarSel,cpuNodeSel
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_1.txt,5,12,LP,breadth,noOB,mofv,1,25,0.481094,2643,0.0837118,0.2913,0.0887639,195,2,11,8.58163,59,39,0,0.000221997,0.00178519,0.471077,1.4101e-05,0.000429006,1.451e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_1.txt,5,12,WLP,breadth,noOB,mofv,1,25,0.363118,965,0.000987,0.203087,0.129631,195,2,11,8.58163,59,39,0,0.000578803,0.00261111,0.343147,4.3906e-05,0.0091756,3.7411e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_10.txt,5,12,LP,breadth,noOB,mofv,1,27,0.512202,2728,0.082254,0.316822,0.0939708,199,3,11,8.54,61,39,0,0.000277306,0.0031873,0.501328,1.5693e-05,0.000482298,1.6807e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_10.txt,5,12,WLP,breadth,noOB,mofv,1,27,0.323948,985,0.0018696,0.181562,0.117259,199,3,11,8.54,61,39,0,0.000334496,0.0018746,0.307469,3.1309e-05,0.00695959,2.3804e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_2.txt,5,12,LP,breadth,noOB,mofv,1,25,0.562062,2831,0.0919563,0.35394,0.0967912,199,2,11,8.78,58,41,1,0.000399911,0.00192169,0.551329,1.839e-05,0.000543801,1.6007e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_2.txt,5,12,WLP,breadth,noOB,mofv,1,25,0.28375,947,0.0011064,0.170636,0.0885,199,2,11,8.78,58,41,1,0.000802509,0.00126959,0.267598,3.0385e-05,0.00759099,2.6515e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_3.txt,5,12,LP,breadth,noOB,mofv,1,27,0.637416,2978,0.0863678,0.37094,0.158398,189,2,11,8.71579,54,41,0,0.000307201,0.003481,0.624253,1.8605e-05,0.000598002,1.4299e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_3.txt,5,12,WLP,breadth,noOB,mofv,1,27,0.359222,1048,0.0013182,0.17388,0.163201,189,2,11,8.71579,54,41,0,0.000256502,0.0014852,0.344369,2.1398e-05,0.00631271,1.5589e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_4.txt,5,12,LP,breadth,noOB,mofv,1,27,0.604349,2832,0.0707112,0.360739,0.154836,167,2,11,8.35714,49,35,0,0.000123499,0.002204,0.594096,1.5407e-05,0.000413105,1.3605e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_4.txt,5,12,WLP,breadth,noOB,mofv,1,27,0.383832,1018,0.0018515,0.179166,0.180951,167,2,11,8.35714,49,35,0,0.000180405,0.00134129,0.368428,2.0086e-05,0.00741,1.5901e-05
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_5.txt,5,12,LP,breadth,noOB,mofv,1,27,0.644515,3021,0.0911898,0.382739,0.148998,199,2,11,8.54,61,39,0,0.000212199,0.00219661,0.631721,1.6303e-05,0.000455597,1.6597e-05
